name,density,weighted_density
Fond du Lac,49.4402874926463,0.682519055603656
Fort Collins,46.8190947318511,0.356070030910295
Fort Smith,35.5828702517299,0.233732373727616
Fort Wayne,121.243107370766,0.457075416537621
Fresno,66.6216762165001,0.154419809180756
Gadsden,80.6662045318787,1.1881682822094
Gainesville,115.145541047257,0.572071875534034
Gettysburg,77.1979193794992,1.55628105200011
Glens Falls,26.8930966258398,0.347128550008111
Goldsboro,94.7806786656752,1.60214397730424
Grand Forks,10.1271130237124,0.15399938485995
Grand Island,14.8547303079166,0.235161036706894
Grand Junction,17.8392510846504,0.255945977037163
Grand Rapids-Wyoming,139.75792169336,0.271557465257947
Grants Pass,19.4907721313465,0.420257590856031
Great Falls,10.6493547416568,0.172222846217324
Greeley,26.129313396363,0.200686746355711
Green Bay,60.461153408803,0.374237238978782
Greensboro-High Point,152.521255577009,0.433472495978338
Greenville,110.756458801667,1.4954754444857
Greenville-Anderson-Mauldin,127.951227536416,0.31843941654741
Gulfport-Biloxi-Pascagoula,94.9592318252383,0.503665030081807
Hagerstown-Martinsburg,130.619968598975,0.999704724396915
Hammond,64.968339630135,1.16817508314621
Hanford-Corcoran,58.7226985450528,1.2206779985056
Harrisburg-Carlisle,132.264830817721,0.444111650391383
Hartford-West Hartford-East Hartford,305.395423393192,0.428557129505546
Hattiesburg,39.5545033720422,0.564614757928233
Hickory-Lenoir-Morganton,91.1904645099262,0.449999022462081
Hilton Head Island-Bluffton-Beaufort,61.4562029709345,0.778947060534445
Hinesville,39.9963745106282,1.36761797334098
Homosassa Springs,95.1500010174674,1.4410867827879
Hot Springs,55.9354248118978,0.951167772963918
Houma-Thibodaux,48.6032780900163,0.420299029491983
Houston-The Woodlands-Sugar Land,328.482564010139,0.190716237546409
Huntington-Ashland,57.7508413591817,0.227547559244391
Huntsville,129.348220862387,0.751894324371646
Idaho Falls,9.77951461492885,0.175811686905379
Indianapolis-Carmel-Anderson,176.910034285285,0.241892766380679
Iowa City,51.1040013329579,0.792736037070186
Ithaca,80.7611769032628,1.51114341955962
Jackson,55.7664297216728,0.122474403867713
Jacksonville,171.712407236716,0.341164246385487
Janesville-Beloit,85.4490655591367,0.893866680853159
Jefferson City,26.5248832754284,0.291251275671455
Johnson City,96.1720048932771,0.91481366657863
Johnstown,79.4641547495035,0.700427215968034
Jonesboro,34.9618795925292,0.557897476285354
Joplin,57.6447978875263,0.507611598440211
Kalamazoo-Portage,106.34438597278,0.540036641183359
Kankakee,64.5168904695856,1.07490497204073
Kansas City,112.636730097946,0.0968578426969747
Kennewick-Richland,31.8396155730864,0.234019756202875
Killeen-Temple,67.6692011791861,0.40620293121171
Kingston,61.1751307017299,0.472757987620519
Knoxville,99.4916811534344,0.221969675232745
Kokomo,111.143539690201,1.95739967311074
La Crosse-Onalaska,47.9989338047251,0.628578976322175
Lafayette,59.7095475891353,0.251570635954921
Lafayette-West Lafayette,63.2776432107453,0.693680284258068
Lake Charles,32.9307924529599,0.289682280265621
Lake Havasu City-Kingman,6.39700516407173,0.0747358073375433
Lakeland-Winter Haven,139.95226116798,0.592415746069166
Lancaster,211.614068210506,0.776347377145811
Lansing-East Lansing,106.207936412726,0.336855088580584
Laredo,34.5772497349977,0.3680879346252
Las Cruces,24.2983763882755,0.280625531703919
Las Vegas-Henderson-Paradise,106.128409269947,0.112304733854425
Lawrence,98.7739709759213,1.94404422655446
Lawton,34.4520585600454,0.490929470618798
Lebanon,147.336894308219,2.14867447187411
Lewiston,14.811130295216,0.292903702938853
Lewiston-Auburn,82.1601028316755,1.33478991692161
Lexington-Fayette,133.079881457195,0.495481096446259
Lima,102.461729762889,1.28337425107517
Lincoln,85.4357938709573,0.539397177030141
Little Rock-North Little Rock-Conway,72.3606129819772,0.210021636647723
Logan,26.9179460913345,0.372572559089693
Longview,43.2759235100432,0.207932491153761
Los Angeles-Long Beach-Anaheim,1185.99180760696,0.182836199683053
Louisville/Jefferson County,142.561694984436,0.196124598151272
Lubbock,48.0416933233928,0.289007265928612
Macon,57.5632997457586,0.455626374740887
Madera,29.501740393254,0.542426488147401
Madison,69.8992235310371,0.219260964364545
Manchester-Nashua,171.471250199001,0.774891251907977
Manhattan,28.3371283320667,0.629954628250681
Mankato-North Mankato,29.2881895321887,0.561062192103744
Mansfield,97.1343878233215,1.25710456096338
McAllen-Edinburg-Mission,232.175243779811,0.975202683371919
Medford,28.6789576486607,0.290371933194077
Memphis,112.086911053492,0.189691510302756
Merced,55.3618029006712,0.542154081464426
Miami-Fort Lauderdale-West Palm Beach,601.14452973993,0.237102483224195
Michigan City-La Porte,71.633532701561,1.09155943723518
Midland,42.0895812359698,0.316573730268487
Milwaukee-Waukesha-West Allis,396.340340842197,0.366019441853265
Minneapolis-St. Paul-Bloomington,155.571205849004,0.0875887141629886
Missoula,15.1104175460236,0.247859860749433
Mobile,148.410350835129,0.765233112147721
Modesto,144.789948962196,0.795710520234093
Monroe,65.2167441580909,0.311877188675765
Montgomery,58.3249857001088,0.294269273266446
Morgantown,52.3512184037866,0.479559836535346
Morristown,97.8632001750926,1.47569643782076
Mount Vernon-Anacortes,23.8543911329682,0.405500472522762
Muncie,118.961983445464,1.5640175203861
Muskegon,123.59502596536,1.08954459300713
Myrtle Beach-Conway-North Myrtle Beach,83.0293271028224,0.492373336129031
Napa,72.4560878921352,0.863677727656815
Naples-Immokalee-Marco Island,72.9991380406184,0.642403564691099
Nashville-Davidson--Murfreesboro--Franklin,114.22293550652,0.161077734005691
New Bern,34.6991164395038,0.553483920058172
New Haven-Milford,542.745221140284,1.03677745365622
New Orleans-Metairie,181.252790856748,0.234416079949255
New York-Newark-Jersey City,880.327496404981,0.0738816129775708
Niles-Benton Harbor,103.875586688145,0.870097217651243
North Port-Sarasota-Bradenton,237.036018487299,0.806443410048543
Norwich-New London,156.170910035366,0.983644521400609
Ocala,90.7799221574575,0.727847063314233
Ocean City,134.277904746422,1.99330260096088
Odessa,71.2522155218385,0.808330350926638
Ogden-Clearfield,27.7671223525217,0.106810462276705
Oklahoma City,101.991368915898,0.133052782145115
Olympia-Tumwater,124.064237026327,0.962807617369849
Omaha-Council Bluffs,78.4801714997681,0.113224846651786
Orlando-Kissimmee-Sanford,256.058524940701,0.626398640109986
Oshkosh-Neenah,108.010235149618,0.963776157573167
Owensboro,50.7514548853169,0.693531671334778
Oxnard-Thousand Oaks-Ventura,195.413037110532,0.588916853929761
Palm Bay-Melbourne-Titusville,200.556989959382,0.871461342553863
Panama City,58.9900546991024,0.619145150424628
Parkersburg-Vienna,60.2922745492293,0.964051625976108
Pensacola-Ferry Pass-Brent,110.550587837893,0.559928611690541
Peoria,59.1262217649575,0.275305077759726
Philadelphia-Camden-Wilmington,510.272812024685,0.151795937368058
Phoenix-Mesa-Scottsdale,140.657805309207,0.0645844906393606
Pine Bluff,19.8096586509853,0.291139534401524
Pittsburgh,174.238602226217,0.112093471006948
Pittsfield,52.6485290928028,0.429946082779667
Pocatello,27.8685398142591,0.561748536388264
Portland-South Portland,88.877305280509,0.285088220623476
Portland-Vancouver-Hillsboro,123.961864629257,0.108624587454285
Port St. Lucie,167.083590736701,1.23796400312459
Prescott,11.1861513914213,0.130751003699428
Providence-Warwick,370.311041530536,0.384783965162738
Provo-Orem,39.7653370919957,0.132620524806713
Pueblo,28.7355086768258,0.277786725060077
Punta Gorda,100.007242569993,1.10335648922971
Racine,219.113569042941,1.52379867432596
Raleigh,233.449068152028,0.561912606149437
Rapid City,6.76840512431779,0.106768061029044
Reading,190.115690298504,0.863788670983278
Redding,18.6201333599634,0.164905542946193
Reno,26.0308072934699,0.0999821364597549
Riverside-San Bernardino-Ontario,68.9240809241808,0.045148776680595
Rochester,83.1991913013621,0.106756385430895
Rockford,166.149287833739,0.753066265886344
Rocky Mount,60.1018839394181,0.63902586946075
Rome,78.7332924584165,1.57613333949074
Sacramento--Roseville--Arden-Arcade,177.367163897572,0.171002997585752
Saginaw,91.8300628864561,0.668661548397731
St. Cloud,38.061282819898,0.380062017187175
St. George,24.4647970241364,0.555242218352485
St. Joseph,30.5056580566906,0.36444924809032
St. Louis,140.153209569299,0.0955395883414272
Salem,77.1912722449282,0.403143653636237
Salinas,54.2129300880325,0.305065570255012
Salisbury,71.4985104791334,0.36025433249243
Salt Lake City,57.8843467578112,0.1260810921134
San Angelo,19.6200994155667,0.260917806901303
San Antonio-New Braunfels,138.694072769417,0.14087310730987
San Diego-Carlsbad,332.17723242664,0.322515997136872
San Francisco-Oakland-Hayward,745.171833204029,0.324424542114491
San Jose-Sunnyvale-Santa Clara,298.451497304378,0.336571888435323
San Luis Obispo-Paso Robles-Arroyo Grande,35.1385931468393,0.273252066557685
Santa Cruz-Watsonville,251.613532806821,1.62918427179032
Santa Fe,32.4051865019866,0.404081177968805
Santa Maria-Santa Barbara,73.124729848163,0.304762227519908
Santa Rosa,128.192375051399,0.435941481763395
Savannah,126.144193198527,1.04134545404878
Scranton--Wilkes-Barre--Hazleton,121.877031172574,0.2954291186757
Seattle-Tacoma-Bellevue,227.530531295228,0.107040636794882
Sebastian-Vero Beach,119.168139110222,1.81636812692671
Sebring,44.0574615125758,0.719064670743229
Sheboygan,82.971457281382,1.3932498899183
Sherman-Denison,53.5941053966111,0.72908247886421
Shreveport-Bossier City,58.2833122591572,0.23404665802139
Sierra Vista-Douglas,9.58778221982419,0.131500866505463
Sioux City,21.7514610335364,0.169113089889345
Sioux Falls,34.5101634425284,0.282189483540871
South Bend-Mishawaka,127.981049039755,0.629792890398352
Spartanburg,100.481521683002,0.560691249864181
Spokane-Spokane Valley,32.6033574177888,0.114339045441122
Springfield,98.5701134311927,0.123947816670932
State College,54.5343391320765,0.682431566023094
Stockton-Lodi,210.87228910777,0.953071713719994
Sumter,67.774037667118,1.27304582426861
Syracuse,101.384758037951,0.236866218326708
Tallahassee,66.9975442782904,0.367805378177886
Tampa-St. Petersburg-Clearwater,489.375437596015,0.330944273972092
Terre Haute,46.3176718778295,0.39177666640685
Texarkana,30.3258796386439,0.299603056036072
The Villages,80.0740087427384,10.9781878740601
Toledo,173.197994340352,0.432223898274599
Topeka,29.1427108359607,0.1991403412128
Trenton,634.801177491614,3.43789034867723
Tucson,47.9099444438741,0.115979217208755
Tulsa,64.9843723428789,0.130832594074591
Tuscaloosa,34.4456540669198,0.317787952998469
Tyler,98.1164772735555,0.97758906205971
Utica-Rome,42.0740279308324,0.206196993556494
Valdosta,40.8550758086275,0.516732800803059
Vallejo-Fairfield,201.491201767633,0.905409551878684
Victoria,25.282545952777,0.433699899375265
Vineland-Bridgeton,126.680966174551,1.55778533665939
Visalia-Porterville,39.385575584755,0.201919434423682
Waco,61.6053761586363,0.423040779495113
Walla Walla,10.5858633215155,0.265857068614134
Warner Robins,103.32719432267,1.63770267486711
Waterloo-Cedar Falls,42.3751745623913,0.403235631886858
Watertown-Fort Drum,36.2027010354628,0.467061107534057
Wausau,31.2944365786742,0.415107451593112
Weirton-Steubenville,81.3380879689716,0.755016081450875
Wenatchee,8.14152114466565,0.118265757208223
Wheeling,59.8858204512213,0.485690301519663
Wichita,52.3570063172331,0.145575108466669
Wichita Falls,24.479913256188,0.261573970074147
Williamsport,36.3015369795839,0.365504568003134
Wilmington,102.02998779447,0.930663373143849
Winston-Salem,131.827824955961,0.356062267319968
Worcester,169.548800279772,0.317962405514416
Yakima,20.6593553038665,0.164533736139922
York-Hanover,191.102838910448,0.744365300140128
Youngstown-Warren-Boardman,124.66738035093,0.293657615436011
Yuba City,56.1181366211505,0.66865688974697
Yuma,26.6243334641333,0.277125764455055
